Type1	Type2	Type3	Offense(Stab1,Stab2)	Defense(Stab1,Stab2)
'Water', 'Fairy'	'Electric', 'Psychic'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Water', 'Fairy'	'Grass', 'Flying'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Grass', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Grass', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Grass', 'None_Type'	'Fighting', 'Flying'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Grass', 'None_Type'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Ice', 'Ground'	'Poison', 'Psychic'	1.0, 2.0	0.5, 1.0
'Water', 'Fairy'	'Ice', 'Ground'	'Poison', 'Ghost'	1.0, 2.0	0.5, 1.0
'Water', 'Fairy'	'Ice', 'Ground'	'Poison', 'Fairy'	1.0, 2.0	0.5, 1.0
'Water', 'Fairy'	'Ice', 'Ground'	'Poison', 'None_Type'	1.0, 2.0	0.5, 1.0
'Water', 'Fairy'	'Fighting', 'Steel'	'Steel', 'Fairy'	1.0	0.5, 1.0
'Water', 'Fairy'	'Poison', 'Psychic'	'Ground', 'Bug'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Poison', 'Ghost'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Water', 'Fairy'	'Poison', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Water', 'None_Type'	'Electric', 'Psychic'	'Bug', 'Rock'	1.0	1.0, 2.0
'Water', 'None_Type'	'Electric', 'Psychic'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Water', 'None_Type'	'Electric', 'Bug'	'Bug', 'Rock'	1.0	1.0, 2.0
'Water', 'None_Type'	'Electric', 'Bug'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Water', 'None_Type'	'Electric', 'Dark'	'Bug', 'Rock'	1.0	1.0, 2.0
'Water', 'None_Type'	'Grass', 'Bug'	'Rock', 'Steel'	0.5, 1.0	1.0, 2.0
'Water', 'None_Type'	'Grass', 'Rock'	'Ground', 'Bug'	1.0	1.0, 2.0
'Water', 'None_Type'	'Grass', 'Fairy'	'Rock', 'Steel'	0.5, 1.0	1.0, 2.0
'Water', 'None_Type'	'Fighting', 'Dragon'	'Poison', 'Steel'	0.5, 1.0	1.0
'Water', 'None_Type'	'Fighting', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'None_Type'	'Poison', 'Steel'	'Psychic', 'Dragon'	1.0	0.5, 1.0
'Water', 'None_Type'	'Poison', 'Steel'	'Dragon', 'Dark'	1.0	0.5, 1.0
'Water', 'None_Type'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'None_Type'	'Flying', 'Steel'	'Ghost', 'Dragon'	1.0	0.5, 1.0
'Water', 'None_Type'	'Flying', 'Steel'	'Dragon', 'Dark'	1.0	0.5, 1.0
'Water', 'None_Type'	'Flying', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'None_Type'	'Psychic', 'Steel'	'Bug', 'Dragon'	1.0	0.5, 1.0
'Water', 'None_Type'	'Psychic', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'None_Type'	'Bug', 'Dragon'	'Dark', 'Steel'	0.5, 1.0	1.0
'Water', 'None_Type'	'Bug', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'None_Type'	'Ghost', 'Dragon'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Water', 'None_Type'	'Ghost', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Water', 'None_Type'	'Dragon', 'Dark'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Water', 'None_Type'	'Dragon', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0
'Water', 'None_Type'	'Dragon', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Grass'	'Electric', 'Steel'	'Grass', 'Steel'	0.5	0.5, 0.25
'Electric', 'Grass'	'Ice', 'Fighting'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Fighting'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Psychic'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Psychic'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Ghost'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Ghost'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Dark'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Fairy'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Fairy'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Fairy'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'Fairy'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'None_Type'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'None_Type'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'None_Type'	'Rock', 'Dark'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'None_Type'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ice', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Electric', 'Grass'	'Fighting', 'Steel'	'Psychic', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Grass'	'Bug', 'Rock'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Electric', 'Grass'	'Ghost', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Grass'	'Dark', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Grass'	'Dark', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Poison'	'Electric', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Poison'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Poison'	'Ice', 'Poison'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Psychic'	'Electric', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Psychic'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Psychic'	'Ice', 'Psychic'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Bug'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Ghost'	'Electric', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Ghost'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Dark'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Dark'	'Ice', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Electric', 'Fairy'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Poison'	'Ice', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Poison'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Psychic'	'Ice', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Psychic'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Bug'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Ghost'	'Ice', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Ghost'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Dark'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ice'	'Ice', 'Fairy'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Fighting'	'Fighting', 'Psychic'	'Flying', 'Steel'	0.5, 1.0	1.0, 2.0
'Electric', 'Fighting'	'Fighting', 'Bug'	'Bug', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Fighting'	'Fighting', 'Dragon'	'Poison', 'Steel'	0.5, 1.0	1.0
'Electric', 'Fighting'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Fighting'	'Flying', 'Steel'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Fighting'	'Steel', 'None_Type'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Poison'	'Electric', 'Dark'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Electric', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Ice', 'Poison'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Ice', 'Poison'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Ice', 'Poison'	'Bug', 'Ghost'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Ice', 'Bug'	'Ice', 'Dragon'	1.0	0.5, 1.0
'Electric', 'Poison'	'Fighting', 'Rock'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Fighting', 'Ghost'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Fighting', 'Ghost'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Poison', 'None_Type'	'Bug', 'Rock'	0.5, 1.0	0.5, 1.0
'Electric', 'Poison'	'Poison', 'None_Type'	'Bug', 'Ghost'	0.5, 1.0	0.5, 1.0
'Electric', 'Ground'	'Ice', 'Bug'	'Psychic', 'Steel'	0.5, 1.0	1.0, 2.0
'Electric', 'Ground'	'Ice', 'Bug'	'Dark', 'Steel'	0.5, 1.0	1.0, 2.0
'Electric', 'Ground'	'Poison', 'Bug'	'Bug', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Ground'	'Bug', 'Steel'	'Bug', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Ground'	'Bug', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Flying'	'Electric', 'Bug'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Flying'	'Fighting', 'Psychic'	'Poison', 'Rock'	1.0, 2.0	0.5, 1.0
'Electric', 'Flying'	'Fighting', 'Psychic'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Flying'	'Fighting', 'Ghost'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Flying'	'Fighting', 'Dark'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Flying'	'Fighting', 'Fairy'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Flying'	'Fighting', 'None_Type'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Flying'	'Ghost', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Flying'	'Dark', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Flying'	'Dark', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Electric', 'Rock'	'Electric', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Electric', 'Rock'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Electric', 'Fairy'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Grass', 'Rock'	'Poison', 'Psychic'	0.5, 1.0	1.0
'Electric', 'Psychic'	'Grass', 'Ghost'	'Flying', 'Fairy'	0.5, 1.0	1.0, 2.0
'Electric', 'Psychic'	'Grass', 'Ghost'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Electric', 'Psychic'	'Ice', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Ice', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Ice', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Psychic'	'Flying', 'None_Type'	'Bug', 'Dragon'	1.0, 2.0	0.5, 1.0
'Electric', 'Psychic'	'Psychic', 'Rock'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Psychic', 'Rock'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Psychic'	'Rock', 'Steel'	'Steel', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Bug'	'Grass', 'Poison'	'Fighting', 'Bug'	0.5, 1.0	0.5, 1.0
'Electric', 'Bug'	'Grass', 'Ghost'	'Grass', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Bug'	'Fighting', 'Bug'	'Fighting', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Bug'	'Fighting', 'Bug'	'Bug', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Bug'	'Psychic', 'Steel'	'Bug', 'Dragon'	1.0	0.5, 1.0
'Electric', 'Bug'	'Psychic', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Bug'	'Bug', 'Dragon'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'Bug'	'Dragon', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'Rock'	'Electric', 'Ghost'	'Electric', 'Fairy'	0.5, 1.0	0.5, 1.0
'Electric', 'Rock'	'Electric', 'Ghost'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Rock'	'Electric', 'Ghost'	'Poison', 'Dragon'	0.5, 1.0	0.5, 1.0
'Electric', 'Rock'	'Electric', 'Dark'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Rock'	'Electric', 'Fairy'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Rock'	'Grass', 'Ghost'	'Ice', 'Poison'	0.5, 1.0	1.0, 2.0
'Electric', 'Rock'	'Ice', 'Poison'	'Fighting', 'Fairy'	1.0, 2.0	0.5, 1.0
'Electric', 'Ghost'	'Electric', 'Fairy'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Ghost'	'Electric', 'Fairy'	'Grass', 'Bug'	0.5, 1.0	0.5, 1.0
'Electric', 'Ghost'	'Electric', 'None_Type'	'Grass', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Ghost'	'Electric', 'None_Type'	'Dragon', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Ghost'	'Grass', 'Rock'	'Poison', 'Fairy'	0.5, 1.0	1.0
'Electric', 'Ghost'	'Grass', 'Rock'	'Poison', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Ghost'	'Grass', 'Ghost'	'Poison', 'Ghost'	0.5, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Grass', 'Ghost'	'Bug', 'Ghost'	0.5, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Grass', 'Ghost'	'Ghost', 'Steel'	0.5, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Grass', 'Fairy'	'Bug', 'Fairy'	0.5, 1.0	1.0
'Electric', 'Ghost'	'Grass', 'Fairy'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Ghost'	'Grass', 'None_Type'	'Steel', 'Fairy'	0.5, 1.0	1.0
'Electric', 'Ghost'	'Grass', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Ghost'	'Ice', 'Poison'	'Ice', 'Dragon'	1.0	0.5, 1.0
'Electric', 'Ghost'	'Ice', 'Bug'	'Ice', 'Dragon'	1.0	0.5, 1.0
'Electric', 'Ghost'	'Ice', 'Ghost'	'Ghost', 'Fairy'	1.0, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Ice', 'Ghost'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Flying', 'Fairy'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Electric', 'Ghost'	'Flying', 'Fairy'	'Dark', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Ghost'	'Rock', 'Ghost'	'Ghost', 'Fairy'	1.0, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Rock', 'Ghost'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Rock', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Ghost'	'Ghost', 'Dragon'	'Ghost', 'Steel'	0.5, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Electric', 'Ghost'	'Dragon', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Dragon'	'Grass', 'Fighting'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Grass', 'Psychic'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Grass', 'Psychic'	'Fighting', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Grass', 'Ghost'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Grass', 'Dark'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Fighting', 'Steel'	'Psychic', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Bug', 'Steel'	'Rock', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Bug', 'Steel'	'Dark', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Ghost', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dragon'	'Dark', 'Steel'	'Steel', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Electric', 'None_Type'	'Grass', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Electric', 'None_Type'	'Dragon', 'Steel'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Grass', 'Bug'	'Ice', 'Ghost'	0.5, 1.0	1.0, 2.0
'Electric', 'Dark'	'Grass', 'Dark'	'Dark', 'Steel'	0.5	0.5, 1.0
'Electric', 'Dark'	'Grass', 'Fairy'	'Ghost', 'Steel'	0.5	1.0, 2.0
'Electric', 'Dark'	'Grass', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Dark'	'Ice', 'Ghost'	'Bug', 'Dragon'	1.0, 2.0	0.5, 1.0
'Electric', 'Dark'	'Ice', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Ice', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Ice', 'Fairy'	'Poison', 'Ghost'	0.5, 1.0	1.0, 2.0
'Electric', 'Dark'	'Fighting', 'Poison'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Electric', 'Dark'	'Fighting', 'None_Type'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Electric', 'Dark'	'Poison', 'Flying'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Dark'	'Poison', 'Ghost'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Electric', 'Dark'	'Poison', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Dark'	'Flying', 'Steel'	'Dragon', 'Fairy'	1.0, 2.0	0.5
'Electric', 'Dark'	'Flying', 'None_Type'	'Bug', 'Dragon'	1.0, 2.0	0.5, 1.0
'Electric', 'Dark'	'Bug', 'Dragon'	'Rock', 'Ghost'	0.5, 1.0	1.0, 2.0
'Electric', 'Dark'	'Rock', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Dark'	'Rock', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'Dark'	'Ghost', 'Steel'	'Dragon', 'Fairy'	1.0, 2.0	0.5
'Electric', 'Dark'	'Dragon', 'Dark'	'Dark', 'Steel'	0.5	0.5, 1.0
'Electric', 'Dark'	'Dragon', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Steel'	'Grass', 'Ghost'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Steel'	'Grass', 'Dark'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Electric', 'Fairy'	'Grass', 'Ghost'	'Bug', 'Fairy'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'Ghost'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'Fairy'	'Psychic', 'Bug'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'Fairy'	'Bug', 'Ghost'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'Fairy'	'Bug', 'Fairy'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'Fairy'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'None_Type'	'Fighting', 'Steel'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Grass', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'Fairy'	'Ice', 'Poison'	'Fighting', 'Rock'	0.5, 1.0	1.0, 2.0
'Electric', 'Fairy'	'Ice', 'Poison'	'Rock', 'Dark'	0.5, 1.0	1.0, 2.0
'Electric', 'Fairy'	'Ice', 'Dark'	'Poison', 'Ghost'	1.0, 2.0	0.5, 1.0
'Electric', 'Fairy'	'Fighting', 'Psychic'	'Poison', 'Rock'	1.0, 2.0	0.5, 1.0
'Electric', 'Fairy'	'Fighting', 'Steel'	'Steel', 'Fairy'	1.0	0.5, 1.0
'Electric', 'Fairy'	'Poison', 'Psychic'	'Flying', 'Ghost'	0.5, 1.0	1.0, 2.0
'Electric', 'Fairy'	'Poison', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Electric', 'None_Type'	'Grass', 'Psychic'	'Rock', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'Bug'	'Psychic', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'Bug'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'Ghost'	'Steel', 'Fairy'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'Ghost'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'Dark'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'None_Type'	'Fighting', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'None_Type'	'Psychic', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'None_Type'	'Ghost', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'None_Type'	'Steel', 'Fairy'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Grass', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Fighting', 'Dragon'	'Poison', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Fighting', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Poison', 'Steel'	'Psychic', 'Dragon'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Poison', 'Steel'	'Dragon', 'Dark'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Poison', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Psychic', 'Steel'	'Bug', 'Dragon'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Psychic', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Bug', 'Dragon'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Bug', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Rock', 'Steel'	'Ghost', 'Dragon'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Rock', 'Steel'	'Dragon', 'Dark'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Rock', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Ghost', 'Dragon'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Ghost', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Electric', 'None_Type'	'Dragon', 'Dark'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Dragon', 'None_Type'	'Dark', 'Steel'	0.5, 1.0	1.0
'Electric', 'None_Type'	'Dragon', 'None_Type'	'Steel', 'None_Type'	0.5, 1.0	1.0
'Grass', 'Ice'	'Ice', 'Ground'	'Poison', 'Psychic'	1.0, 2.0	0.5, 1.0
'Grass', 'Ice'	'Ice', 'Ground'	'Poison', 'Ghost'	1.0, 2.0	0.5, 1.0
'Grass', 'Ice'	'Ice', 'Ground'	'Poison', 'Dark'	1.0, 2.0	0.5, 1.0
'Grass', 'Ice'	'Ice', 'Ground'	'Poison', 'Fairy'	1.0, 2.0	0.5, 1.0
'Grass', 'Ice'	'Ice', 'Ground'	'Poison', 'None_Type'	1.0, 2.0	0.5, 1.0
'Grass', 'Fighting'	'Ground', 'Steel'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Grass', 'Poison'	'Ice', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'Poison'	'Fighting', 'Bug'	'Fighting', 'Dragon'	0.5, 1.0	0.5, 1.0
